Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
3,430.8333333,1,262,49,2338.567766,0.023529412,0.028907563,9.609529412,0.6,May,3,2,4,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,6,181,0,0.016666667,0,0,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,24,597.8333333,0.008333333,0.020833333,0,0.4,May,2,2,2,1,Returning_Visitor,FALSE,FALSE
7,150.5,0,0,28,549.0833333,0,0.013571429,2.663333333,0,May,1,1,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,May,3,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,170,0.04,0.1,0,0,May,2,2,6,3,Returning_Visitor,FALSE,FALSE
2,53,0,0,4,46,0.026666667,0.056,0,0.4,May,3,2,1,2,Returning_Visitor,FALSE,FALSE
3,102,2,108,51,1742.325216,0.003636364,0.009228841,0,0,May,1,1,1,2,Returning_Visitor,TRUE,FALSE
5,47.5,0,0,40,787.2,0,0.012121212,2.782886364,0.4,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,33,1239.5,0.070588235,0.095098039,0,1,May,2,2,1,2,Returning_Visitor,TRUE,FALSE
5,724.5,0,0,23,867.3333333,0,0.000826446,59.988,0,May,1,1,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,1,13,Returning_Visitor,TRUE,FALSE
0,0,1,0,124,4093.430519,0.005816216,0.043499683,0,0,May,2,2,8,13,Returning_Visitor,FALSE,FALSE
1,7.5,0,0,19,216.1666667,0.038095238,0.058730159,0,0.6,May,2,5,1,3,Returning_Visitor,FALSE,FALSE
1,28,4,162,23,659.0833333,0.013580247,0.020440917,21.1162963,0,May,2,2,8,1,Returning_Visitor,FALSE,FALSE
4,130.5,2,51,43,2265.529221,0.004,0.004,14.792,0,May,3,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,729,0.041666667,0.070833333,0,0.4,May,2,2,8,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,23,1299.5,0.034782609,0.069565217,0,0.6,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,103,0,0.05,0,0.6,May,2,10,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,129.3333333,0,0.0125,0,0.6,May,2,6,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,162,0,0.05,0,0,May,2,4,1,4,Returning_Visitor,FALSE,FALSE
2,96,0,0,5,122,0.028571429,0.05,0,0,May,1,1,1,15,Returning_Visitor,TRUE,FALSE
7,228.125,0,0,71,1294.251207,0.002631579,0.01503053,4.508271053,0,May,2,2,3,13,Returning_Visitor,FALSE,FALSE
7,133.1666667,2,80,10,246.7916667,0,0.008333333,0,0,May,2,2,1,3,New_Visitor,FALSE,FALSE
9,357.25,3,115,45,2889.25,0,0.007,54.9759,0,May,2,2,1,4,Returning_Visitor,FALSE,TRUE
0,0,3,470,84,3882.025758,0.004909561,0.02088789,10.21229767,0,May,2,4,1,1,Returning_Visitor,FALSE,FALSE
3,14,0,0,25,4207.666667,0.008333333,0.020833333,0,0,May,2,2,3,13,Returning_Visitor,TRUE,FALSE
1,6,0,0,18,199.5,0.016666667,0.05,0,0.4,May,3,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,28,2529.75,0.066666667,0.088271605,0,0.4,May,2,5,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,2081,0.044444444,0.1,0,0,May,2,5,2,1,Returning_Visitor,FALSE,FALSE
2,418.6666667,0,0,21,1845.666667,0.018787879,0.023939394,23.069,0,May,2,2,1,5,Returning_Visitor,FALSE,FALSE
6,335.1190476,1,8,51,1927.031548,0.003954802,0.014481293,2.846779661,1,May,1,1,9,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,831.9333333,0,0.02037037,0,0.8,May,3,2,6,14,Returning_Visitor,FALSE,FALSE
1,10,0,0,82,706.2996032,0,0.002439024,0,1,May,2,2,4,2,Returning_Visitor,TRUE,FALSE
9,329.297619,1,75,32,1888.547619,0.010810811,0.025900901,24.63837838,0,May,1,1,9,4,Returning_Visitor,TRUE,TRUE
6,91.98484848,3,58.95238095,54,2407.322811,0.003448276,0.010418719,0,0,May,3,2,3,4,Returning_Visitor,FALSE,FALSE
2,47,0,0,42,1528.382468,0,0.004761905,17.69657143,1,May,1,1,1,4,New_Visitor,TRUE,TRUE
6,153.275,3,394,25,599.1,0.013333333,0.030151515,22.3392,0,May,1,1,3,4,Returning_Visitor,TRUE,FALSE
4,86,0,0,34,4656.800366,0.006306306,0.038438438,5.185457275,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,151.2,0,0.053333333,0,0.8,May,7,1,3,1,Returning_Visitor,FALSE,FALSE
6,89,3,12,75,5378.045851,0.02013261,0.0464397,4.374401266,0.2,May,2,2,8,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,7,212,0.028571429,0.028571429,0,0.4,May,3,3,5,1,Returning_Visitor,FALSE,FALSE
2,2,0,0,0,0,0.1,0.1,0,0,May,1,1,3,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,16,748.4,0.014285714,0.035714286,43.19228571,0,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,38,314.8333333,0.010526316,0.031578947,0,0.6,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
1,0,0,0,19,867.8333333,0.015,0.028333333,0,0,May,2,2,7,6,Returning_Visitor,FALSE,FALSE
0,0,2,56,9,379,0,0.03,0,0,May,2,2,2,4,New_Visitor,FALSE,FALSE
2,48,0,0,3,66.5,0.05,0.1,0,0,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
10,527,3,213,26,994.8222222,0,0.00344086,0,0,May,3,2,1,2,Returning_Visitor,FALSE,FALSE
1,135.5,0,0,50,824.6666667,0,0.003921569,0,0,May,2,2,2,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0.4,May,1,8,7,4,Returning_Visitor,FALSE,FALSE
3,133.5,4,191,15,443.9333333,0,0.02,0,0,May,1,1,3,6,Returning_Visitor,FALSE,FALSE
7,186.1,0,0,32,906.3,0.005128205,0.025641026,20.91692308,0,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,57,0,0.066666667,0,0.2,May,2,5,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,117,0.083333333,0.088888889,0,0,May,3,2,4,3,Returning_Visitor,FALSE,FALSE
5,69,4,163,50,2424.75,0,0.023333333,2.973214286,0,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,311,0.1,0.166666667,0,0.6,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
4,91,1,188,160,2418.52904,0.004878049,0.017369338,0.58275,0,May,2,6,1,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,39,905.6,0.012820513,0.021245421,0,0,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,100,0.075,0.125,0,1,May,2,5,1,11,Returning_Visitor,TRUE,FALSE
0,0,0,0,30,986.5,0.006666667,0.023333333,0,0,May,2,4,3,3,Returning_Visitor,FALSE,FALSE
5,43.4,0,0,32,3121.555556,0.009259259,0.036759259,26.5455,0,May,2,4,4,2,Returning_Visitor,FALSE,FALSE
4,32.66666667,0,0,34,1378.966667,0.007894737,0.01716792,18.46989474,0,May,3,2,1,4,Returning_Visitor,TRUE,TRUE
6,86.2,0,0,49,3003.419048,0.010526316,0.015711501,4.376915789,0.4,May,1,1,4,4,Returning_Visitor,FALSE,FALSE
0,0,1,25,43,2053.933333,0.012878788,0.039015152,0,0,May,2,5,6,3,Returning_Visitor,TRUE,FALSE
1,299,0,0,4,212.5,0,0.04,0,0,May,2,2,2,1,Returning_Visitor,TRUE,FALSE
10,295.6940559,0,0,29,785.474359,0,0.001481481,34.99166667,0,May,2,2,5,4,Returning_Visitor,TRUE,TRUE
2,14.5,0,0,23,316.3333333,0.008333333,0.030833333,0,1,May,2,2,2,4,Returning_Visitor,TRUE,FALSE
1,41,4,360,28,769.5,0.024242424,0.042424242,19.38181818,0,May,2,2,1,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,298.1666667,0.013333333,0.044444444,0,0.4,May,2,10,9,3,Returning_Visitor,FALSE,FALSE
0,0,1,48,32,1808.333333,0.05,0.075208333,12.484125,0.4,May,3,2,8,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,30,1184.5,0.006666667,0.048333333,0,0.6,May,4,2,1,1,Returning_Visitor,FALSE,FALSE
3,177,0,0,3,184.5,0.04,0.033333333,0,0,May,3,2,4,11,New_Visitor,FALSE,FALSE
3,77,5,243,127,2573.875,0.00025641,0.009196581,0,0,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
5,187.2666667,2,17,64,2121.304304,0.003188406,0.018007866,4.873969358,0,May,3,3,3,4,Returning_Visitor,TRUE,FALSE
5,587,0,0,125,4639.410534,0.012433862,0.023856765,0,0.6,May,3,2,1,4,Returning_Visitor,FALSE,FALSE
3,76.5,2,66,16,315.3666667,0,0.014736842,0,0,May,3,2,1,3,Returning_Visitor,TRUE,FALSE
1,35,1,49.5,11,1464,0,0.020512821,32.946,0.2,May,2,2,4,4,Returning_Visitor,FALSE,TRUE
0,0,2,236,66,1483.55,0,0.006153846,143.2115385,0,May,2,4,3,3,Returning_Visitor,TRUE,TRUE
1,7,1,97,53,2247.608298,0.004848485,0.016751935,32.68969091,0,May,1,1,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,19,950,0,0.011111111,0,0,May,1,1,1,2,Returning_Visitor,FALSE,FALSE
15,161.764411,7,227.25,104,6254.420122,0.028065242,0.036927442,3.431210317,0,May,3,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,8,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,29,0,0.066666667,0,0,May,2,2,1,4,Returning_Visitor,TRUE,FALSE
1,5,0,0,7,228,0,0.028571429,0,0,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,205,0,0.05,0,0,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
1,25,0,0,35,1570.5,0,0.002941176,13.07329412,0,May,2,2,6,4,Returning_Visitor,TRUE,TRUE
0,0,1,0,14,101,0.13125,0.16875,0,0.6,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
2,36.5,0,0,11,295.9,0,0.014219114,0,0,May,3,2,9,4,Returning_Visitor,TRUE,FALSE
2,145,0,0,7,196.5,0,0.0125,0,0,May,3,2,4,1,Returning_Visitor,FALSE,FALSE
1,13,0,0,15,524.5,0,0.013333333,33.9612,0,May,3,2,1,6,Returning_Visitor,FALSE,TRUE
0,0,0,0,2,0,0.2,0.2,0,0,May,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,6,451.5,28,674.4345238,0.005882353,0.017647059,0,0,May,3,2,4,1,Returning_Visitor,TRUE,FALSE
3,80,0,0,32,931.5,0.008823529,0.023529412,51.11722549,0,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
7,75.84615385,4,246.3333333,16,672.8794872,0.021428571,0.029027611,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,0,0.2,0.2,0,0.6,May,3,2,8,13,Returning_Visitor,FALSE,FALSE
7,164.5,0,0,73,3022.478571,0.002631579,0.026472431,4.25425,0,May,2,2,5,1,Returning_Visitor,FALSE,FALSE
4,309,0,0,27,877.5,0,0.007407407,44.47733333,0,May,1,1,1,4,New_Visitor,FALSE,TRUE
0,0,1,416,20,412.8333333,0.019047619,0.038095238,0,0,May,2,2,3,6,Returning_Visitor,FALSE,FALSE
3,47,0,0,22,486.5,0,0.030666667,0,0,May,3,2,3,11,Returning_Visitor,FALSE,FALSE
0,0,1,51,29,1225.5,0,0.010344828,25.90331034,0,May,4,2,1,4,New_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0.6,May,3,2,6,13,Returning_Visitor,FALSE,FALSE
12,240.2,0,0,90,1221.853846,0.002061856,0.014387171,1.722164948,0,May,2,4,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,258,0.164285714,0.173809524,0,0.6,May,3,2,6,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,30,1370.833333,0.042145594,0.066781609,0,0,May,3,2,2,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,1652,0.04,0.073333333,0,0,May,2,5,1,3,Returning_Visitor,FALSE,FALSE
2,123,0,0,6,178.3333333,0,0.023809524,0,0,May,3,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,43,1146.5,0.006976744,0.035271318,0,0.6,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
2,29.33333333,0,0,98,2680.828571,0.009183673,0.014160401,16.04860714,0,May,3,2,3,13,Returning_Visitor,FALSE,TRUE
1,47,0,0,11,197.5,0,0.025,0,0,May,3,2,1,3,New_Visitor,FALSE,FALSE
5,152.875,2,81,46,2295.182143,0.004081633,0.014873664,21.02481633,0.2,May,3,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0.4,May,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,248.9,0,0.02745098,0,0.8,May,1,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,44,0,0.1,0,0,May,1,1,8,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,44,1151.116667,0,0.017829457,7.529302326,0,May,2,2,1,6,Returning_Visitor,FALSE,FALSE
1,10,1,0,28,830,0.013793103,0.044827586,0,0.4,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,125.25,0.025,0.05,0,0.6,May,2,2,6,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,17,0,0.066666667,0,0,May,2,2,9,3,Returning_Visitor,FALSE,FALSE
4,96.5,0,0,42,2172.333333,0,0.01124031,35.2339845,0,May,2,2,4,2,Returning_Visitor,FALSE,FALSE
3,44,4,1636,49,4945.083333,0.009259259,0.029444444,6.165,0.8,May,2,2,2,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,21,358.25,0.038095238,0.075238095,0,0.8,May,2,5,4,2,Returning_Visitor,FALSE,FALSE
1,35,0,0,13,233.1666667,0,0.016666667,0,0,May,1,1,5,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,528,0,0.0075,31.1904,0.6,May,2,2,1,4,New_Visitor,FALSE,TRUE
5,72.5,0,0,16,1154.766667,0.005263158,0.026315789,0,0,May,2,4,1,2,Returning_Visitor,TRUE,FALSE
1,38,1,16,30,1522.816667,0.026666667,0.027333333,0,0,May,3,2,2,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,468.1666667,0,0.006060606,0,0,May,2,2,6,2,New_Visitor,TRUE,FALSE
0,0,0,0,15,432.5,0,0.015384615,0,0,May,2,6,6,1,Returning_Visitor,FALSE,FALSE
3,76.75,1,0,36,1100.916667,0.007692308,0.015262515,18.99269231,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,33,663.2333333,0.026470588,0.059803922,0,0.8,May,3,2,3,13,Returning_Visitor,FALSE,FALSE
2,353,0,0,24,2874.083333,0.025,0.025357143,0,0,May,2,2,3,6,Returning_Visitor,FALSE,FALSE
15,275.9104437,6,606.75,47,1813.86461,0.007377049,0.019090804,9.417272131,0,May,3,2,4,6,Returning_Visitor,TRUE,FALSE
4,104.5,4,261.8333333,13,214.6922078,0.033333333,0.028759666,0,0,May,3,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,28,0,0.1,0,0,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
3,134,0,0,5,78.5,0,0.025,0,0,May,2,2,7,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,28,534.5833333,0,0.021428571,0,1,May,2,4,4,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,10,262.6666667,0.02,0.08,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
6,43.1,0,0,56,1056.15,0.026502732,0.055331772,4.163259563,0.2,May,3,2,4,4,Returning_Visitor,FALSE,FALSE
8,119,0,0,31,1273.875,0,0.003921569,12.63441176,0,May,2,4,1,3,New_Visitor,FALSE,TRUE
0,0,2,66,27,875.5,0,0.014367816,0,0,May,4,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,3,2,8,4,Returning_Visitor,FALSE,FALSE
4,38.5,1,308,14,582,0,0.021875,0,0,May,2,2,2,13,Returning_Visitor,TRUE,FALSE
0,0,0,0,13,0,0.2,0.2,0,0.8,May,3,2,2,6,Returning_Visitor,FALSE,FALSE
2,16.66666667,0,0,9,63.66666667,0.088888889,0.122222222,0,0.2,May,1,1,4,15,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,22,1443.25,0.063636364,0.109090909,0,0.8,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
2,18,4,15,30,569.1190476,0,0.04,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
3,231,0,0,16,386.4444444,0,0.02745098,0,0.2,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,399.5,0,0.005128205,0,1,May,3,2,5,1,Returning_Visitor,TRUE,FALSE
1,24,0,0,10,238.5,0,0.011111111,0,0,May,2,4,3,3,New_Visitor,FALSE,FALSE
0,0,0,0,3,17,0.066666667,0.133333333,0,0,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
1,0,0,0,0,0,0.2,0.2,0,0,May,3,2,6,5,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,1,May,1,1,4,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,59,0,0.1,0,0,May,1,2,1,6,Returning_Visitor,FALSE,FALSE
4,92.25,1,0,47,1506.220833,0,0.025596405,8.011553351,0.4,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
7,145,0,0,7,96,0,0.013333333,0,0,May,2,2,1,4,New_Visitor,FALSE,FALSE
4,155.5,0,0,20,588.9,0,0.008695652,0,0,May,4,1,1,4,New_Visitor,FALSE,FALSE
7,135.9166667,0,0,43,1719.416667,0.004347826,0.026231884,4.242688406,0,May,1,1,3,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,41,0.1,0.15,0,0.4,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,1,257,31,1906.8,0.01875,0.048125,22.62989583,0.4,May,2,2,2,11,Returning_Visitor,FALSE,TRUE
0,0,0,0,10,262.5,0,0.02,0,0,May,2,2,5,2,Returning_Visitor,FALSE,FALSE
5,119.15,0,0,17,457.2333333,0,0.007407407,0,0,May,3,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,3,2,3,15,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,227.3333333,0,0.013333333,0,0,May,3,2,3,2,New_Visitor,TRUE,FALSE
0,0,0,0,2,0,0,0.1,0,0,May,2,2,1,13,Returning_Visitor,TRUE,FALSE
8,123,0,0,8,95,0.009090909,0.027272727,0,0.4,May,1,1,5,2,New_Visitor,FALSE,FALSE
4,59,0,0,8,517.5,0,0.008333333,0,0,May,4,2,1,6,Returning_Visitor,FALSE,FALSE
4,107.5333333,2,298,16,570.3333333,0.011764706,0.014705882,0,0,May,3,2,6,13,Returning_Visitor,FALSE,FALSE
3,84,0,0,15,183.0952381,0,0.016666667,0,0.6,May,1,1,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,10,366,0.02,0.056666667,0,0.6,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,133.5,0.1,0.155555556,0,0.4,May,2,4,1,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0.6,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,280.9333333,0,0.022666667,0,0.4,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,44,0,0.05,0,0,May,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,265.6,0.022222222,0.048148148,0,0,May,2,4,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,4,1,1,5,Returning_Visitor,FALSE,FALSE
4,124,0,0,3,165,0,0.033333333,0,0,May,2,6,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,109,0.08,0.1,0,0,May,3,2,3,3,Returning_Visitor,TRUE,FALSE
2,61.16666667,0,0,47,901.25,0.008333333,0.025,32.799375,0,May,2,4,6,4,Returning_Visitor,FALSE,TRUE
2,39.5,1,161,34,1406.209524,0.010810811,0.021212121,23.60518919,0.2,May,2,2,8,4,Returning_Visitor,FALSE,TRUE
0,0,1,33,25,972.25,0.019230769,0.012937063,0,0,May,1,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,34,965.8333333,0,0.01875,0,0,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0.4,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,214,0,0.04,0,0,May,3,2,8,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,267,0,0.033333333,0,0.2,May,2,2,7,1,Returning_Visitor,FALSE,FALSE
8,217,2,281.5,5,236.1666667,0,0.014285714,0,0,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
1,80,2,48,25,879.6666667,0,0.007692308,0,0,May,1,1,4,2,New_Visitor,TRUE,FALSE
0,0,0,0,6,1044,0,0.016666667,0,0,May,2,2,2,11,Returning_Visitor,FALSE,FALSE
6,124.5,5,132.8333333,45,901.0916667,0.004,0.010111111,0,0,May,2,5,2,2,Returning_Visitor,FALSE,FALSE
3,277.6666667,1,32,32,1671.257393,0.005555556,0.017195767,0,0,May,3,2,8,2,Returning_Visitor,FALSE,FALSE
8,398.7,0,0,50,1483.366667,0,0.01047619,19.78135119,0.4,May,2,2,2,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,19,5538.916667,0.024,0.055119048,0,0,May,2,2,1,13,Returning_Visitor,TRUE,FALSE
1,56,0,0,11,191,0,0.018181818,0,0,May,2,2,2,4,New_Visitor,TRUE,FALSE
1,29,0,0,20,451.9333333,0.014285714,0.020634921,0,0.4,May,3,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,224,0,0.01,0,0.4,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
5,147.75,0,0,44,670.3,0.012765957,0.023404255,0,0,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,210,0.16,0.173333333,0,0.4,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,19,900.9166667,0.027777778,0.024814815,0,0.6,May,1,1,8,1,Returning_Visitor,FALSE,FALSE
4,149.5,3,56.5,10,368,0,0.013333333,0,0,May,3,2,8,2,Returning_Visitor,FALSE,FALSE
0,0,1,0,0,0,0.2,0.2,0,1,May,1,1,3,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,9,216,0.066666667,0.077777778,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
2,13.5,0,0,23,1580.166667,0.024,0.054666667,0,0.8,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,40,587.6911765,0.005,0.020277778,0,0.8,May,2,10,1,3,Returning_Visitor,FALSE,FALSE
3,42.33333333,0,0,64,2471.391775,0.005555556,0.020580808,6.221045455,0.6,May,2,2,2,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,23,502.4666667,0,0.035507246,0,0.8,May,2,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,317,0.025,0.041666667,0,0.2,May,2,2,2,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,65,3864.428571,0.006153846,0.023003663,2.7412,0,May,2,4,2,1,Returning_Visitor,FALSE,FALSE
6,34,0,0,69,2456.297619,0.001408451,0.003553372,0,0,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
7,200.5,0,0,66,2656.183333,0.000925926,0.009652076,2.208494444,0,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
4,85,0,0,19,599,0.015,0.035,0,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
7,424.1666667,0,0,13,1212,0,0.0125,0,0,May,2,4,4,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,127,0,0.066666667,65.988,0,May,2,2,1,11,Returning_Visitor,FALSE,TRUE
0,0,0,0,9,0,0.2,0.2,0,0.8,May,2,2,4,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,173.25,0,0.024,0,0,May,2,6,2,2,Returning_Visitor,FALSE,FALSE
3,65.16666667,2,16,23,599.3333333,0.008333333,0.016666667,5.4945,0,May,1,8,2,11,Returning_Visitor,TRUE,TRUE
0,0,0,0,48,2215.866667,0.001041667,0.019583333,0,0,May,4,1,1,4,Returning_Visitor,FALSE,FALSE
10,220,2,88,77,5284.765079,0,0.015,7.668639535,0,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,433.1333333,0.023529412,0.051960784,0,1,May,3,2,4,4,Returning_Visitor,TRUE,FALSE
6,389.75,3,545,65,1690.790351,0.014642857,0.034671498,13.66158824,1,May,2,10,2,1,Returning_Visitor,TRUE,FALSE
8,462,1,57,63,1621.152083,0.007692308,0.023447941,0,0,May,3,2,5,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,454.5,0,0.016666667,0,0,May,3,2,4,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,197.5,0.021428571,0.042857143,0,0.4,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
2,37,0,0,29,911.5,0.022988506,0.065517241,0,0.2,May,2,7,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,196.5,0.044444444,0.066666667,0,0.6,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
2,28,0,0,7,115.6666667,0,0.02,0,1,May,1,1,1,5,New_Visitor,TRUE,FALSE
5,118.7,1,26,41,1019.293939,0.049481481,0.05837037,0,1,May,3,2,7,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,53,715.5,0.022641509,0.036298293,0,1,May,2,2,7,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,150,3147.584294,0.005547653,0.006061121,0,0.6,May,2,2,5,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,321.9583333,0,0.022222222,0,0,May,3,2,6,5,Returning_Visitor,FALSE,FALSE
3,9,0,0,22,169.5,0.009090909,0.031818182,0,0,May,2,4,4,3,Returning_Visitor,FALSE,FALSE
2,89.75,1,89,49,2104.3114,0.009615385,0.01954189,8.979934615,0.8,May,1,1,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,499,0,0.018181818,86.388,0,May,2,2,6,2,New_Visitor,TRUE,TRUE
